"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","EquipmentInstalled_MonitoringType","EquipmentInstalled_InstallationDate","EquipmentInstalled_DecommissionedDate","EquipmentInstalled_PumpType","EquipmentInstalled_DepthtoPumpIntake","EquipmentInstalled_PumpPowerSource","EquipmentInstalled_MeterType","EquipmentInstalled_WaterMeterBulkMeterIndicator","EquipmentInstalled_WaterMeterMaximumMeasurementValue","EquipmentInstalled_RainfallMonitoringEquipmentType","EquipmentInstalled_RainfallOtherEquipmentType","EquipmentInstalled_ElectronicDataLogger","EquipmentInstalled_OtherElectronicDataLoggerType","EquipmentInstalled_MeasurementMethod","EquipmentInstalled_WaterLevelMonitoringEquipmentType"
"Dept Water - North West","2525BBE1112","Borehole","-25.18897","25.84491",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1117","Borehole","-25.18876","25.78927",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1118","Borehole","-25.18738","25.79372",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00244","Borehole","-25.18730","25.84388",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00354","Borehole","-25.18615","26.07134",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1120","Borehole","-25.18575","25.80314",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1110","Borehole","-25.18491","25.83216",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00246","Borehole","-25.18488","25.83221",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00330","Borehole","-25.18402","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00328","Borehole","-25.18401","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00326","Borehole","-25.18400","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00324","Borehole","-25.18399","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00322","Borehole","-25.18398","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00320","Borehole","-25.18397","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00318","Borehole","-25.18396","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00316","Borehole","-25.18395","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00314","Borehole","-25.18394","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00313","Borehole","-25.18393","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00315","Borehole","-25.18393","26.04968",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00317","Borehole","-25.18393","26.04969",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00319","Borehole","-25.18393","26.04970",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00321","Borehole","-25.18393","26.04971",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00323","Borehole","-25.18393","26.04972",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00325","Borehole","-25.18393","26.04973",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00327","Borehole","-25.18393","26.04974",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00329","Borehole","-25.18393","26.04975",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00331","Borehole","-25.18393","26.04976",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00247","Borehole","-25.18259","25.83839",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1115","Borehole","-25.18068","25.78103",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1116","Borehole","-25.18068","25.78103",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00421","Borehole","-25.18005","26.06606",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72025","Borehole","-25.17969","25.85607",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00234","Borehole","-25.17143","25.96439",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00235","Borehole","-25.17087","25.96217",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72090","Borehole","-25.16247","25.90854",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72104","Borehole","-25.16202","25.91225",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1228","Borehole","-25.15972","25.86391",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72079","Borehole","-25.15275","25.95763",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72088","Borehole","-25.15092","25.94286",,"","",,,,,,,,,,,,
"Dept Water - North West","RSA2","Borehole","-25.15059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00227","Borehole","-25.15059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00228","Borehole","-25.15059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00229","Borehole","-25.15059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00230","Borehole","-25.15059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00231","Borehole","-25.15059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00232","Borehole","-25.15059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BB00074","Borehole","-25.15059","25.81632",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00072","Borehole","-25.15059","25.81632",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00073","Borehole","-25.15059","25.81632",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00031","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00032","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00033","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00034","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00035","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00036","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00048","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00049","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00051","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00053","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00055","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00056","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00057","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00058","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00059","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00060","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00061","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00062","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00063","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00064","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00065","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00066","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00067","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00068","Borehole","-25.15059","25.91633",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72081","Borehole","-25.14956","25.98315",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00069","Borehole","-25.14920","25.98243",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72078","Borehole","-25.14837","25.98341",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00054","Borehole","-25.14816","25.98487",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00052","Borehole","-25.14767","25.97651",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72058","Borehole","-25.14602","25.97523",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72091","Borehole","-25.14404","25.96302",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72056","Borehole","-25.14320","25.98012",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72089","Borehole","-25.14192","25.98248",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72080","Borehole","-25.14161","25.97359",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72086","Borehole","-25.13930","25.95878",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72087","Borehole","-25.13902","25.95325",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72082","Borehole","-25.13443","25.97323",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00346","Borehole","-25.13393","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00345","Borehole","-25.13393","26.03300",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00212","Borehole","-25.13392","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00213","Borehole","-25.13392","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00214","Borehole","-25.13392","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00215","Borehole","-25.13392","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00216","Borehole","-25.13392","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00217","Borehole","-25.13392","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00218","Borehole","-25.13392","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00219","Borehole","-25.13392","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00220","Borehole","-25.13392","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00221","Borehole","-25.13392","25.96633",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72085","Borehole","-25.12790","25.96227",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72084","Borehole","-25.12767","25.96520",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72057","Borehole","-25.12632","25.96255",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72083","Borehole","-25.12504","25.96552",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00343","Borehole","-25.11728","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00333","Borehole","-25.11727","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00344","Borehole","-25.11727","26.01635",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00239","Borehole","-25.10968","25.93871",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00109","Borehole","-25.10884","25.92741",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00242","Borehole","-25.10774","25.93126",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00238","Borehole","-25.10762","25.93592",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00237","Borehole","-25.10696","25.93354",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00110","Borehole","-25.10613","25.94344",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00243","Borehole","-25.10521","25.94691",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00423","Borehole","-25.10477","26.08300",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00240","Borehole","-25.10404","25.93916",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00241","Borehole","-25.10234","25.93702",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00075","Borehole","-25.10059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00076","Borehole","-25.10059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00077","Borehole","-25.10059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00078","Borehole","-25.10059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00079","Borehole","-25.10059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00080","Borehole","-25.10059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00081","Borehole","-25.10059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00082","Borehole","-25.10059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00093","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00094","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00095","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00096","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00097","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00098","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00099","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00100","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00101","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00102","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00103","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00104","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00105","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00106","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00107","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00108","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00111","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00112","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00113","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00114","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00115","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00116","Borehole","-25.10059","25.98299",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72107","Borehole","-25.09584","25.80795",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00374","Borehole","-25.08814","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00372","Borehole","-25.08813","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00370","Borehole","-25.08812","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00368","Borehole","-25.08811","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00366","Borehole","-25.08810","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00369","Borehole","-25.08810","26.04968",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00371","Borehole","-25.08810","26.04969",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00373","Borehole","-25.08810","26.04970",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00250","Borehole","-25.08809","25.96076",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00201","Borehole","-25.08396","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00199","Borehole","-25.08395","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00197","Borehole","-25.08394","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00196","Borehole","-25.08393","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00198","Borehole","-25.08393","26.04968",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00200","Borehole","-25.08393","26.04969",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00018","Borehole","-25.08392","25.93299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00104","Borehole","-25.07560","26.00911",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","008532","Borehole","-25.07560","26.01078",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","008531","Borehole","-25.07560","26.01106",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00422","Borehole","-25.07004","26.08050",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","005430","Borehole","-25.06948","25.96577",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00195","Borehole","-25.06736","25.96632",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BB00158","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BB00163","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BB00164","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00147","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00148","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00149","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00150","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00151","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00152","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00153","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00154","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00155","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00156","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00157","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00159","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00160","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00161","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00162","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00165","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00166","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00167","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00168","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00169","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00170","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00171","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00172","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00173","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00233","Borehole","-25.06726","25.83298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00174","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00175","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00176","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00177","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00178","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00179","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00180","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00181","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00184","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00187","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00188","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00189","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00190","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00191","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00192","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00193","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00194","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00196","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00197","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00198","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00199","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00200","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00201","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00202","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00203","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00204","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00205","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00206","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00207","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00208","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00209","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00210","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00211","Borehole","-25.06726","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CD00015","Borehole","-25.06004","26.03634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CD00016","Borehole","-25.06004","26.03689",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CD00013","Borehole","-25.05977","26.03606",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CD00014","Borehole","-25.05977","26.03634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CD00012","Borehole","-25.05949","26.03606",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00182","Borehole","-25.05226","25.97577",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BB00026","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00019","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00020","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00021","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00022","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00023","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00024","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00025","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00027","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00028","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00029","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00030","Borehole","-25.05059","25.88298",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1121","Borehole","-25.03413","25.93503",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BB00043","Borehole","-25.01730","25.88293",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00037","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00038","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00039","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00040","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00041","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00042","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00044","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00045","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00046","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00143","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00144","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00145","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00146","Borehole","-25.01726","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00142","Borehole","-25.01726","25.88303",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00083","Borehole","-25.01726","25.94966",,"","",,,,,,,,,,,,
